name,region,address,phone,money
新北市私立安新老人長期照顧中心（養護型）,三峽區,新北市三峽區民生街83號4樓、85號4樓、85號5樓,02-86710158,29000
新北市私立主恩福老人長期照顧中心(養護型),三峽區,新北市三峽區和平街65-5、65-7號、65-4號2樓之1,02-86713896,29000
新北市私立廣春老人長期照顧中心(養護型),三峽區,新北市三峽區復興路176號2樓,02-86715396,20000
新北市私立鴻欣老人長期照顧中心（養護型）,三峽區,新北市三峽區復興路176號3樓,02-86715396,22000
新北市私立智理老人長期照顧中心（養護型）,三峽區,新北市三峽區復興路1號3樓之1、3樓之2、3樓之3,02-26741007,29000
新北市私立同心老人長期照顧中心(養護型),土城區,新北市土城區中央路4段127號9-10樓、9-11樓之1,02-22679979,30000
新北市私立博楷老人長期照顧中心（養護型）,土城區,新北市土城區中央路4段84號2-3樓、86巷2號1-3樓、88號1-3樓、90號3樓,02-22672952,37500
新北市私立博群老人長期照顧中心（養護型）,土城區,新北市土城區中央路4段84號4-5樓、86巷2號4-5樓、88號4-5樓、90號4-5樓,02-22677356,37500
新北市私立連馨老人長期照顧中心（養護型）,土城區,新北市土城區中正路2號3樓,02-22635701,29000
新北市私立銀享家園老人長期照顧中心(養護型),土城區,新北市土城區日新街33巷8號1樓、2樓,02-22658289,29000
新北市私立銀享樂園老人長期照顧中心(養護型),土城區,新北市土城區日新街33巷8號3樓、4樓,02-22658299,29000
新北市私立迦勒老人長期照顧中心（養護型）,土城區,新北市土城區延壽路9號(1樓、2樓),02-82621966,29000
新北市私立大眾老人養護中心,土城區,新北市土城區清水路114號2樓,02-22602532,29000
新北市私立永泰老人養護中心,中和區,新北市中和區中山路2段101號1樓-4樓,02-22409933,23000
新北市私立雙和老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段133號2樓,02-82458280,26000
新北市私立慈美老人養護中心,中和區,新北市中和區中山路2段315巷2號6樓,02-22467727,29000
新北市私立合樂老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段327巷11弄17號3樓,02-82458130,30000
新北市私立和樂老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段327巷11弄17號5樓,02-82458131,30000
新北市私立闔樂老人長期照顧中心(養護型),中和區,新北市中和區中山路2段327巷1號2樓,02-22422502,32000
新北市私立忠祥老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段327巷1號4樓,02-22473386,36000
新北市私立逢海老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段327巷1號5樓,02-22451915,22000
新北市私立逢源老人長期照顧中心(養護型）,中和區,新北市中和區中山路2段327巷9號3樓,02-22450139,29000
新北市私立福泰老人老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段371號4樓,02-22233325,20000
新北市私立中原老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段560號6樓、6樓之1,02-22286187,36000
新北市私立一德老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段560號7樓,02-22286655,30000
新北市私立皇佳老人長期照顧中心（養護型）,中和區,新北市中和區中山路2段562號10樓,02-22286187,36000
新北市私立怡安老人長期照顧中心（養護型）,中和區,新北市中和區中正路770號5樓,02-82213542,24000
新北市私立怡和老人長期照顧中心（養護型）,中和區,新北市中和區中正路772號5樓,02-82213540,35000
新北市私立慈和老人長期照顧中心（養護型）,中和區,新北市中和區中正路909號2樓,02-22212393,25000
新北市私立慈安老人長期照顧中心（養護型）,中和區,新北市中和區中正路909號3樓,02-22212393,25000
新北市私立慈鴻老人長期照顧中心(養護型),中和區,新北市中和區中正路909號4樓,02-22588868,25000
新北市私立双慈老人長期照顧中心（養護型）,中和區,新北市中和區中正路909號5樓,02-82286093,25000
新北市私立禾藝老人長期照顧中心（養護型）,中和區,新北市中和區中正路909號7樓,02-22226268,25000
新北市私立連城老人長期照顧中心（養護型）,中和區,新北市中和區板南路335號4樓、337號4樓,02-22479996,32000
新北市私立美馨老人長期照顧中心（養護型）,中和區,新北市中和區板南路337號5樓,02-22451915,20000
新北市私立安怡老人長期照顧中心(養護型),中和區,新北市中和區建一路87號3樓,02-22287623,35000
新北市私立永順老人養護中心,中和區,新北市中和區建康路2號5樓、2之2號5樓,02-32340828,35000
新北市私立展欣老人長期照顧中心（養護型）,中和區,新北市中和區員山路506號2樓,02-22267373,28000
新北市私立享居老人長期照顧中心（養護型）,中和區,新北市中和區員山路506號6樓,02-22250966,27000
新北市私立仁安老人長期照顧中心（養護型）,中和區,新北市中和區連城路164號2樓,02-22481617,32000
新北市私立仁和老人長期照顧中心（養護型）,中和區,新北市中和區連城路164號4樓、164之2號4樓,02-22481607,32000
新北市私立祥逸老人長期照顧中心（養護型）,中和區,新北市中和區景平路726-8號、726-6號2樓之1、726-6號2樓之2、726-6號2樓之3,02-82453559,29000
新北市私立宜安老人長期照顧中心（養護型）,中和區,新北市中和區景安路48號7樓,02-22409304,29000
新北市私立御林園老人長期照顧中心（養護型）,中和區,新北市中和區圓通路367巷33弄6號,02-22492772,33000
新北市私立中山老人長期照顧中心（養護型）,中和區,新北市中和區橋安街6號2、3樓,02-22438323,20000
新北市私立五股愛心老人長期照顧中心（養護型）,五股區,新北市五股區成泰路2段5號、5號2樓、5號3樓、5號4樓、7號2樓、7號3樓、7號4樓、9號2樓、9號3樓、9號4樓,02-22936066,29000
新北市私立再芳老人長期照顧中心（養護型）,五股區,新北市五股區成泰路4段10號3樓之2,02-22923158,26000
新北市私立明泰老人長期照顧中心（養護型）,五股區,新北市五股區成泰路4段10號3樓之3,02-22930992,29000
新北市私立松永老人長期照顧中心（養護型）,永和區,新北市永和區中正路455號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6,02-29237197,28000
新北市私立寶貝爹娘老人長期照顧中心（養護型）,永和區,新北市永和區中正路588號4樓,02-29230306,30000
新北市私立宏德老人長期照顧中心（養護型）,永和區,新北市永和區永平路81巷2號(2層)、4號(2層)、12號2樓(2層),02-29231336,32000
新北市私立育昇老人長期照顧中心（養護型）,永和區,新北市永和區永和路1段57號（5至8層）,02-29261199,32000
新北市私立永恩老人長期照顧中心（養護型）,永和區,新北市永和區永和路2段209號4樓,02-29283862,27000
新北市私立永康老人長期照顧中心（養護型）,永和區,新北市永和區永和路2段209號5樓,02-29283862,20000
新北市私立寶安老人長期照顧心（養護型）,永和區,新北市永和區竹林路73號2樓、3樓,02-89281517,31000
新北市私立福和老人長期照顧中心(養護型),永和區,新北市永和區福和路160號2樓,02-89277187,32000
財團法人恆安社會福利慈善事業基金會附設新北市私立大同老人長期照顧中心(養護型),汐止區,新北市汐止區大同路3段425號3樓、4樓,02-86489888,32200
財團法人中華文化社會福利事業基金會附設新北市私立翠柏新村老人安養中心,汐止區,新北市汐止區永春一路5號,02-2645-1001,36000
新北市私立德馨老人長期照顧中心(養護型),汐止區,新北市汐止區和平街8號5樓,02-26471288,28000
新北市私立健銓老人長期照顧中心(養護型),汐止區,新北市汐止區和平街8號四樓,02-26422467,28000
新北市私立祥恩老人養護中心,汐止區,新北市汐止區青山路15號1樓-3樓,02-86424959,38000
新北市私立祥和老人養護中心,汐止區,新北市汐止區青山路15號4樓、4樓之1、5樓,02-26499691,27000
新北市私立安濟老人長期照顧中心(養護型),汐止區,新北市汐止區福德一路351巷11弄18號2樓,02-26951800,32000
新北市私立百睿老人長期照顧中心(養護型),汐止區,新北市汐止區福德路38號10樓、10樓之1~10樓之7,02-86933112,31000
新北市私立百齡家園老人長期照顧中心（養護型）,汐止區,新北市汐止區福德路38號11樓、11樓之1、11樓之2、11樓之3、11樓之4、11樓之5、11樓之6、11樓之7,02-86931606,31000
新北市私立幸福家園老人長期照顧中心(養護型),汐止區,新北市汐止區福德路38號12樓、12樓之1、12樓之2、12樓之3、12樓之4、12樓之5、12樓之6,02-26926777,35000
新北市私立好家園老人長期照顧中心（養護型）,汐止區,新北市汐止區福德路38號2樓、2樓之1,02-26926777,35000
新北市私立新陽光老人長期照顧中心(養護型),汐止區,新北市汐止區福德路38號4樓、4樓之1,02-26933978,30000
新北市私立天愛老人長期照顧中心(養護型),汐止區,新北市汐止區福德路38號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6、8樓之7,02-26932239,30000
新北市私立銀泰老人長期照顧中心（養護型）,汐止區,新北市汐止區福德路38號6樓之1、之2、之3、之4、之5、之6,02-26934386,33000
新北市私立美麗家園老人長期照顧心（養護型）,汐止區,新北市汐止區福德路38號7樓、7樓之1、7樓之2、7樓之3、7樓之4、7樓之5、7樓之6、7樓之7,02-26926111,35000
新北市私立百寧老人長期照顧中心(養護型),汐止區,新北市汐止區福德路38號9樓、38號9樓之1、38號9樓之2、38號9樓之3、38號9樓之4、38號9樓之5、38號9樓之6、38號9樓之7,02-86931901,30000
新北市私立東宜老人長期照顧中心（養護型）,板橋區,新北市板橋區大觀路2段159號之1、159號之2、159號之3,02-22755050,20000
新北市私立寶樺老人長期照顧中心（養護型）,板橋區,新北市板橋區大觀路3段201、201-1、201-2、201-3號,02-26820680,29000
新北市私立康達老人長期照顧中心（養護型）,板橋區,新北市板橋區大觀路3段220巷22號2~6樓,02-26878791,27000
新北市私立松和老人長期照顧中心(養護型),板橋區,新北市板橋區大觀路3段236號7樓,02-26823334,25000
新北市私立松樹老人長期照顧中心(養護型),板橋區,新北市板橋區大觀路3段236號7樓之1,02-25116881,25000
新北市私立松林老人長期照顧中心(養護型),板橋區,新北市板橋區大觀路3段236號7樓之2,02-25116881,25000
新北市私立春天老人長期照顧中心（養護型）,板橋區,新北市板橋區大觀路3段236號8樓,02-26841858,25000
新北市私立祥寶老人長期照顧中心(養護型),板橋區,新北市板橋區中山路1段206巷6號1樓-2樓,02-29539299,28000
新北市私立祥永老人長期照顧中心(養護型),板橋區,新北市板橋區中山路1段206巷6號3樓,02-89535859,28000
新北市私立祥好尊榮老人養護中心,板橋區,新北市板橋區中山路1段206巷6號4樓,02-29540868,28000
新北市私立祥弘老人長期照顧中心（養護型）,板橋區,新北市板橋區中山路1段206巷6號5樓,02-89533339,28000
新北市私立連旺老人長期照顧中心（養護型）,板橋區,新北市板橋區中山路1段311號、313號、315之1號,02-89520508,29000
新北市私立桐心老人養護中心,板橋區,新北市板橋區中正路302號2樓,02-29688657,32000
新北市私立宏國老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷10號7樓,02-89667037,24000
新北市私立祥安居老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷1號10樓,02-89665598,30000
新北市私立瑞昇老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷1號1樓,02-89675498,30000
新北市私立慈徽老人養護中心,板橋區,新北市板橋區四川路2段16巷1號2樓,02-89665598,24000
新北市私立陽光老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷1號5樓,02-89665598,30000
新北市私立皖美老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷1號8樓,02-89665598,30000
新北市私立祥元尊榮老人長期照顧中心(養護型),板橋區,新北市板橋區四川路2段16巷8號6樓,02-89668658,32000
新北市私立領袖天下老人長期照顧中心(養護型),板橋區,新北市板橋區四川路2段16巷8號6樓之1,02-89668656,32000
新北市私立仁福老人長期照顧中心(養護型),板橋區,新北市板橋區四川路2段16巷8號6樓之2,02-89668657,29000
新北市私立松園老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷8號7樓,02-89665034,29000
新北市私立鴻祥老人長期照顧中心（養護型）,板橋區,新北市板橋區四川路2段16巷9號8樓,02-89675401,29000
新北市私立仁民老人長期照顧中心（養護型）,板橋區,新北市板橋區陽明街61號、61號2樓、61號3樓、61號4樓、61號5樓、61號6樓、61號7樓,02-22587336,29000
新北市私立迦蜜老人長期照顧中心（養護型）,板橋區,新北市板橋區廣權路10號2、3樓,02-29511181,30000
新北市私立重慶老人長期照顧中心(養護型),板橋區,新北市板橋區廣權路10號4樓,02-29648140,29000
新北市私立慧心老人長期照顧中心（養護型）,板橋區,新北市板橋區廣權路2號2樓,02-29567230,29000
新北市私立心田老人長期照顧中心（養護型）,板橋區,新北市板橋區廣權路2號3樓、6號3樓,02-89511426,20000
新北市私立廣福老人養護中心,板橋區,新北市板橋區廣權路2號4樓,02-89514435,35000
新北市私立廣權老人養護中心,板橋區,新北市板橋區廣權路2號5樓,02-89514435,35000
新北市私立安佳老人長期照顧中心（養護型）,板橋區,新北市板橋區館前西路139號6樓,02-29688745,23000
新北市私立迦順老人長期照顧中心（養護型）,板橋區,新北市板橋區館前西路6號8樓,02-29645889,29000
新北市私立惟思老人養護中心,林口區,新北市林口區三民路75號1樓,02-26000888,30000
新北市私立夏雨老人長期照顧中心（長期照護型）,林口區,新北市林口區三民路75號2樓,02-26000888,30000
新北市私立恆輝老人長期照顧中心（養護型）,泰山區,新北市泰山區明志路1段122巷33號,02-22962153,22000
新北市私立尚樂老人長期照顧中心(養護型),泰山區,新北市泰山區明志路3段142巷8號8樓,02-29085527,30000
新北市私立思親老人長期照顧中心（養護型）,淡水區,新北市淡水區下圭柔山114之6號,02-26211033,31500
新北市私立思福老人長期照顧中心（養護型）,淡水區,新北市淡水區下圭柔山114之7號,02-26211033,31500
新北市私立思源老人養護中心,淡水區,新北市淡水區下圭柔山114之8號,02-26211033,31500
新北市私立新明厚老人長期照顧中心（養護型）,淡水區,新北市淡水區中正東路1段27號、27號2樓之1,02-26297290,25000
新北市私立富祥老人長期照顧中心（養護型）,淡水區,新北市淡水區民生路47之4號5、6樓、47之5號4、5樓,02-88093550,25000
新北市私立崇惠老人長期照顧中心（養護型）,淡水區,新北市淡水區坪頂路70巷27號,02-86268833,26000
新北市私立模範老人養護中心,新店區,新北市新店區中正路20號3樓、26號3樓,02-29126188,29000
新北市私立榮華老人長期照顧中心(養護型),新店區,新北市新店區中正路24號5樓、28號5樓,02-29124106,29000
新北市私立國泰老人長期照顧中心（養護型）,新店區,新北市新店區中正路284巷4弄1號、1號2樓、1號3樓,02-29125619,29000
新北市私立匯安老人長期照顧中心（養護型）,新店區,新北市新店區中正路399巷7號1樓-4樓,02-86656656,26000
新北市私立莊敬老人長期照顧中心（養護型）,新店區,新北市新店區中正路521巷1號3樓、3號3樓,02-22185571,23000
新北市私立溫昕老人長期照顧中心（養護型）,新店區,新北市新店區中正路539之3號2樓,02-22190258,25000
財團法人私立廣恩老人養護中心,新店區,新北市新店區北宜路2段579巷45號,02-22173517,36000
新北市私立新家老人長期照顧中心（養護型）,新店區,新北市新店區民生路13號4樓,02-22180877,27000
新北市私立康泰老人長期照顧中心（養護型）,新店區,新北市新店區民生路15號3樓,02-22181535,26000
新北市私立溫馨老人長期照顧中心（養護型）,新店區,新北市新店區民權路147號4樓,02-82187408,28000
新北市私立亞洲老人長期照顧中心（養護型）,新店區,新北市新店區民權路42巷59弄2號2樓,02-86671476,29000
新北市私立亞恩老人長期照顧中心（養護型）,新店區,新北市新店區民權路42巷59弄2號5樓,02-89146536,20000
新北市私立大坪林老人長期照顧中心（養護型）,新店區,新北市新店區民權路58號5樓、60號5樓,02-29111377,29000
新北市私立皇冠老人養護中心,新店區,新北市新店區民權路60號4樓,02-29125488,29000
新北市私立民權老人長期照顧中心(長期照護型),新店區,新北市新店區民權路88之1號2樓,02-86671476,29000
新北市私立日祥老人養護中心,新店區,新北市新店區百忍街38號,02-86659609,27000
新北市私立承新老人長期照顧中心（養護型）,新店區,新北市新店區百忍街38號2樓、3樓、40號2樓、3樓,02-86653731,27000
新北市私立南山老人長期照顧中心(養護型),新店區,新北市新店區寶興路37號5樓,02-29125070,26000
新北市私立新中老人長期照顧中心(養護型),新莊區,新北市新莊區中正路316號5樓,02-29938702,20000
新北市私立長恩老人長期照顧中心（養護型）,新莊區,新北市新莊區中正路393號4樓、387號4樓、389號4樓,02-22013158,30000
新北市私立智英老人長期照護中心,新莊區,新北市新莊區中正路544-36號1樓,02-29085498,30000
新北市私立中英老人養護中心,新莊區,新北市新莊區中正路544-36號2樓,02-29085498,30000
新北市私立傅英老人長期照顧中心（養護型）,新莊區,新北市新莊區中正路544-36號3樓,02-29085498,30000
新北市私立仁英老人養護中心,新莊區,新北市新莊區中正路544-36號4樓,02-29085498,30000
新北市私立佳興老人長期照顧中心（養護型）,新莊區,新北市新莊區公園路226號2樓,02-89920004,30000
新北市私立珍珍老人長期照顧中心（養護型）,新莊區,新北市新莊區化成路354號3樓,02-29981530,38000
新北市私立永瑞老人長期照顧中心（養護型）,新莊區,新北市新莊區化成路354號4樓,02-29941223,38000
新北市私立景馨老人長期照顧中心（養護型）,新莊區,新北市新莊區化成路63巷41號3樓,02-89921892,35000
新北市私立家安老人長期照顧中心(養護型),新莊區,新北市新莊區思源路117號(2層)、119號、119號2樓、121號2樓、123號2樓,02-89929235,30000
新北市私立馨安老人長期照顧中心（養護型）,新莊區,新北市新莊區思源路119號3樓、121號3樓、123號3樓,02-29921656,30000
新北市私立安馨老人長期照顧中心（養護型）,新莊區,新北市新莊區思源路119號4樓、121號4樓、123號4樓,02-29920766,30000
新北市私立常福緣老人長期照顧中心(養護型),新莊區,新北市新莊區思源路87巷18號3樓,02-89933507,30000
新北市私立景頤老人長期照顧中心(養護型),新莊區,新北市新莊區思源路87巷18號3樓之1,02-22772203,30000
新北市私立景福老人長期照顧中心（養護型）,新莊區,新北市新莊區新莊路192號,02-22798833,25000
新北市私立老吾老老人長期照顧中心（養護型）,新莊區,新北市新莊區新樹路315巷1號4樓、1號5樓,02-22020119,34000
新北市私立佳康老人長期照顧中心（養護型）,新莊區,新北市新莊區雙鳳路109號4樓、111號4樓、113號4樓,02-29083466,26000
新北市私立盛禾老人長期照顧中心（養護型）,新莊區,新北市新莊區雙鳳路117號4樓、119號4樓、121號4樓,02-29081656,30000
新北市私立吉康老人長期照顧中心(養護型),新莊區,新北市新莊區雙鳳路121號6樓,02-29031720,33000
新北市私立健安老人長期照顧中心（養護型）,新莊區,新北市新莊區雙鳳路121號7樓、123號7樓,02-29031356,32000
新北市私立宏祈老人長期照顧中心（養護型）,瑞芳區,新北市瑞芳區大埔路110號,02-24579446,30000
新北市私立頤瑞老人長期照顧中心（養護型）,瑞芳區,新北市瑞芳區明燈路3段180號、180號2樓、180號3樓,02-24063372,15000
財團法人新北市私立馨園老人養護中心,萬里區,新北市萬里區公舘崙23-1號,02-24989331,32000
新北市立仁愛之家,萬里區,新北市萬里區玉田路61號,02-24922511,29000
新北市私立慈嘉老人長期照顧中心（養護型）,樹林區,新北市樹林區大安路323巷10弄14號、16號、18號、20號,02-26863706,35000
新北市私立嘉恩老人長期照顧中心（養護型）,樹林區,新北市樹林區大安路512號3樓、516號3樓、518號3樓,02-26833348,35000
新北市私立恆愛老人長期照顧中心（養護型）,樹林區,新北市樹林區中山路2段151巷12號5樓、12之1號5樓,02-86852927,25000
新北市私立禾閤老人長期照顧中心(養護型),樹林區,新北市樹林區中山路2段162號,02-26852999,29000
新北市私立慈泰老人長期照顧中心（養護型）,樹林區,新北市樹林區中正路632巷1號,02-26899333,35000
新北市私立嘉宥老人長期照顧中心(養護型),樹林區,新北市樹林區中正路632巷1號（2層）,02-26863706,35000
新北市私立保安老人長期照顧中心(養護型),樹林區,新北市樹林區保安街二段64號4樓、64號5樓、64號6樓,02-26863810,30000
新北市私立恩祥老人長期照顧中心（養護型）,蘆洲區,新北市蘆洲區三民路26巷51號3樓,02-22885959,38000
新北市私立吉立老人養護中心,蘆洲區,新北市蘆洲區中山一路238、240號各2樓,02-22855703,29000
新北市私立佳緣老人長期照顧中心（養護型）,鶯歌區,新北市鶯歌區中山路41號、41號2樓、41號3樓、41號4樓,02-26707278,20000
新北市私立愛鄰田園老人長期照顧中心（養護型）,鶯歌區,新北市鶯歌區建國路596巷38號、40號,02-86773288,29000
新北市私立大漢老人長期照顧中心（養護型）,汐止區,新北市汐止區福德路38號5樓之1,02-26932918,30000
新北市私立匯福老人長期照顧中心（養護型）,新店區,新北市新店區竹林路99號1樓-4樓,02-22178035,29000
新北市私立溫馨園老人長期照顧中心（養護型）,鶯歌區,新北市鶯歌區建國路85號4樓,02-26782277,26000
